beds,price,week_price,amenities
2,9999.00,69993,"{Kitchen,Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
1,600.00,4200,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer}"
1,150.00,1050,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Breakfast,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron}"
1,400.00,2800,"{TV,Internet,""Wireless Internet"",Kitchen,""Indoor fireplace"",Heating,Washer,Dryer,Shampoo}"
1,300.00,2100,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron}"
2,200.00,1400,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Breakfast,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
2,900.00,6300,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron}"
1,75.00,525,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox}"
2,250.00,1750,"{TV,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""translation missing: en.hosting_amenity_50""}"
3,799.00,5593,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,""Private living room"",""Private entrance""}"
3,350.00,2450,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer""}"
2,1400.00,9800,"{TV,Internet,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace""}"
1,150.00,1050,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating}"
1,319.00,2233,"{TV,""Wireless Internet"",Kitchen,Breakfast,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Private entrance""}"
4,1500.00,10500,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Iron}"
1,350.00,2450,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Cat(s),""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
1,149.00,1043,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
2,120.00,840,"{Internet,""Wireless Internet"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Private entrance""}"
1,175.00,1225,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
1,95.00,665,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}"
2,600.00,4200,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
1,105.00,735,"{""Wireless Internet"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49""}"
1,250.00,1750,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher""}"
5,800.00,5600,"{TV,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}"
7,1500.00,10500,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Doorman,Heating,""Family/kid friendly"",""Suitable for events"",""First aid kit"",""Fire extinguisher""}"
1,70.00,490,"{""Air conditioning"",Breakfast,Heating,""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance""}"
3,699.00,4893,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair accessible"",Kitchen,""Pets allowed"",Gym,""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo}"
2,400.00,2800,{}
2,225.00,1575,"{TV,Internet,""Wireless Internet"",Kitchen,Washer,Dryer,Essentials,Shampoo,""Hair dryer"",Iron}"
1,150.00,1050,"{""translation missing: en.hosting_amenity_49""}"
2,145.00,1015,"{""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo}"
1,129.00,903,"{TV,Internet,""Wireless Internet"",Kitchen,""Elevator in building"",""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
1,200.00,1400,"{TV,""Wireless Internet"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Shampoo,Hangers,""translation missing: en.hosting_amenity_49""}"
1,245.00,1715,"{TV,Internet,""Wireless Internet"",Kitchen,""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
3,209.00,1463,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair accessible"",Pool,Kitchen,Doorman,Gym,""Pets live on this property"",Cat(s),""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo}"
2,375.00,2625,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}"
1,85.00,595,"{TV,""Wireless Internet"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,Iron}"
1,275.00,1925,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets allowed"",""Elevator in building"",Heating,""Smoke detector"",""24-hour check-in"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
1,95.00,665,"{Internet,""Wireless Internet"",Kitchen,""Elevator in building"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}"
2,325.00,2275,"{TV,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Laptop friendly workspace""}"
2,175.00,1225,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Smartlock}"
1,98.00,686,"{Internet,""Wireless Internet"",Kitchen,Breakfast,""Pets live on this property"",Dog(s),""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
1,200.00,1400,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly""}"
1,200.00,1400,"{""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace""}"
1,300.00,2100,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
1,300.00,2100,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace""}"
2,190.00,1330,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
1,125.00,875,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Elevator in building"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
2,1100.00,7700,"{TV,""Cable TV"",Internet,""Wireless Internet"",Pool,Kitchen,Doorman,Gym,""Elevator in building"",""Family/kid friendly"",Washer,""Smoke detector"",Essentials,Shampoo,Iron}"
1,200.00,1400,"{TV,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo}"
1,85.00,595,"{TV,Internet,""Wireless Internet"",Kitchen,Breakfast,""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
2,345.00,2415,"{TV,""Wireless Internet"",Kitchen,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
1,125.00,875,"{""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,""Elevator in building"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector""}"
1,100.00,700,"{TV,Internet,""Wireless Internet"",Kitchen,""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Cat(s),""Elevator in building"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}"
1,185.00,1295,"{TV,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",Essentials,Hangers,""Hair dryer"",Iron}"
1,190.00,1330,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Essentials,Shampoo}"
3,450.00,3150,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials}"
1,200.00,1400,"{TV,""Cable TV"",Internet,""Wireless Internet"",Pool,Kitchen,Doorman,Gym,""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
1,250.00,1750,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Doorman,Gym,""Elevator in building"",""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Laptop friendly workspace""}"
1,119.00,833,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
1,95.00,665,"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
2,425.00,2975,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Essentials}"
5,600.00,4200,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox,""Private entrance""}"
1,75.00,525,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Keypad}"
1,95.00,665,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Pets allowed"",""Pets live on this property"",Cat(s),""Elevator in building"",""Indoor fireplace"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
1,53.00,371,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",Essentials,""Hair dryer"",Iron,""Laptop friendly workspace""}"
1,169.00,1183,"{Internet,""Wireless Internet"",Kitchen,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,""24-hour check-in"",Hangers,""Laptop friendly workspace""}"
1,71.00,497,"{Internet,""Wireless Internet"",Kitchen,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door""}"
1,129.00,903,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
1,200.00,1400,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
1,150.00,1050,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Doorman,Gym,""Elevator in building"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace""}"
2,225.00,1575,"{TV,Internet,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace""}"
2,188.00,1316,"{TV,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron}"
1,70.00,490,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Elevator in building"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
1,125.00,875,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
3,360.00,2520,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""Hair dryer"",Iron,""Laptop friendly workspace""}"
1,120.00,840,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
1,155.00,1085,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Private entrance""}"
1,90.00,630,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,Breakfast,""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
1,120.00,840,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
1,110.00,770,"{TV,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Smartlock}"
1,130.00,910,"{TV,Internet,""Wireless Internet"",""Wheelchair accessible"",Kitchen,Breakfast,""Elevator in building"",""Buzzer/wireless intercom"",Washer,Dryer,""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron}"
1,95.00,665,"{Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""translation missing: en.hosting_amenity_49""}"
3,425.00,2975,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",Essentials,""24-hour check-in""}"
1,129.00,903,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
1,175.00,1225,"{TV,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
2,200.00,1400,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Elevator in building"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad}"
1,180.00,1260,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Gym,""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
3,167.00,1169,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50""}"
1,60.00,420,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
2,375.00,2625,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Doorman,""Elevator in building"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer""}"
1,225.00,1575,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
1,169.00,1183,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
1,60.00,420,"{""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace""}"
1,100.00,700,"{Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
1,109.00,763,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
2,1100.00,7700,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Elevator in building"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace""}"
1,150.00,1050,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,""Elevator in building"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials}"
2,159.00,1113,"{TV,Internet,""Wireless Internet"",""Wheelchair accessible"",Pool,Kitchen,""Smoking allowed"",Doorman,Gym,""Pets live on this property"",Cat(s),""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo}"
1,99.00,693,"{""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials}"
1,333.00,2331,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_49""}"
1,100.00,700,"{TV,Internet,""Wireless Internet"",Kitchen,""Elevator in building"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}"
1,100.00,700,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair accessible"",Kitchen,""Elevator in building"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}"
1,400.00,2800,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets allowed"",""Pets live on this property"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}"
